Region	Distance_to_Start	Sum_of_base_coverage	Count	Average_Read_Depth
5UTR	1112	3745188	83950	44.6121
5UTR	1113	3744458	83950	44.6034
5UTR	1114	3743292	83950	44.5895
5UTR	1115	3742416	83950	44.5791
5UTR	1116	3735359	83601	44.6808
5UTR	1117	3735995	83601	44.6884
5UTR	1118	3738292	83601	44.7159
5UTR	1119	3739328	83601	44.7283
5UTR	1120	3740238	83601	44.7392
5UTR	1121	3731549	83426	44.7288
5UTR	1122	3733879	83426	44.7568
5UTR	1123	3727916	83251	44.7792
5UTR	1124	3728089	83251	44.7813
5UTR	1125	3727506	83251	44.7743
5UTR	1126	3726251	83251	44.7592
5UTR	1127	3724561	83251	44.7389
5UTR	1128	3723123	83251	44.7217
5UTR	1129	3722574	83251	44.7151
5UTR	1130	3723359	83251	44.7245
5UTR	1131	3721408	83251	44.7011
5UTR	1132	3720463	83251	44.6897
5UTR	1133	3720484	83251	44.69
5UTR	1134	3720056	83251	44.6848
5UTR	1135	3719554	83251	44.6788
5UTR	1136	3719666	83251	44.6801
5UTR	1137	3720775	83251	44.6935
5UTR	1138	3722964	83251	44.7198
5UTR	1139	3724074	83251	44.7331
5UTR	1140	3723032	83251	44.7206
5UTR	1141	3723306	83251	44.7239
5UTR	1142	3724374	83251	44.7367
5UTR	1143	3723186	83251	44.7224
5UTR	1144	3722433	83251	44.7134
5UTR	1145	3722867	83251	44.7186
5UTR	1146	3721403	83251	44.701
5UTR	1147	3721304	83251	44.6998
5UTR	1148	3719967	83251	44.6838
5UTR	1149	3717089	83251	44.6492
5UTR	1150	3716396	83251	44.6409
5UTR	1151	3716845	83251	44.6463
5UTR	1152	3714685	83251	44.6203
5UTR	1153	3713683	83251	44.6083
5UTR	1154	3712077	83251	44.589
5UTR	1155	3709445	83251	44.5574
5UTR	1156	3698475	83076	44.5192
5UTR	1157	3699970	83076	44.5372
5UTR	1158	3699385	83076	44.5301
5UTR	1159	3697850	83076	44.5117
5UTR	1160	3695508	83076	44.4835
5UTR	1161	3694335	83076	44.4693
5UTR	1162	3692665	83076	44.4492
5UTR	1163	3693428	83076	44.4584
5UTR	1164	3696395	83076	44.4941
5UTR	1165	3697112	83076	44.5028
5UTR	1166	3697688	83076	44.5097
5UTR	1167	3698236	83076	44.5163
5UTR	1168	3697588	83076	44.5085
5UTR	1169	3698917	83076	44.5245
5UTR	1170	3701240	83076	44.5525
5UTR	1171	3702532	83076	44.568
5UTR	1172	3705706	83076	44.6062
5UTR	1173	3705957	83076	44.6092
5UTR	1174	3707261	83076	44.6249
5UTR	1175	3708635	83076	44.6415
5UTR	1176	3707982	83076	44.6336
5UTR	1177	3708050	83076	44.6344
5UTR	1178	3708846	83076	44.644
5UTR	1179	3708457	83076	44.6393
5UTR	1180	3709006	83076	44.6459
5UTR	1181	3708310	83076	44.6376
5UTR	1182	3706850	82901	44.7142
5UTR	1183	3707126	82901	44.7175
5UTR	1184	3707404	82901	44.7209
5UTR	1185	3706814	82901	44.7137
5UTR	1186	3701008	82726	44.7381
5UTR	1187	3700981	82726	44.7378
5UTR	1188	3702023	82726	44.7504
5UTR	1189	3701819	82726	44.748
5UTR	1190	3694130	82551	44.7497
5UTR	1191	3696211	82551	44.7749
5UTR	1192	3697214	82551	44.787
5UTR	1193	3696671	82551	44.7805
5UTR	1194	3695867	82551	44.7707
5UTR	1195	3695327	82551	44.7642
5UTR	1196	3694889	82551	44.7589
5UTR	1197	3695890	82551	44.771
5UTR	1198	3696300	82551	44.776
5UTR	1199	3697361	82551	44.7888
5UTR	1200	3699445	82551	44.8141
5UTR	1201	3699969	82551	44.8204
5UTR	1202	3702408	82551	44.8499
5UTR	1203	3704580	82551	44.8763
5UTR	1204	3698074	82376	44.8926
5UTR	1205	3698562	82376	44.8985
5UTR	1206	3698627	82376	44.8993
5UTR	1207	3698559	82376	44.8985
5UTR	1208	3697719	82376	44.8883
5UTR	1209	3696447	82376	44.8729
5UTR	1210	3695601	82376	44.8626
5UTR	1211	3697187	82376	44.8818
5UTR	1212	3696577	82376	44.8744
5UTR	1213	3688771	82202	44.8745
5UTR	1214	3687470	82202	44.8586
5UTR	1215	3675506	82027	44.8085
5UTR	1216	3675079	82027	44.8033
5UTR	1217	3675369	82027	44.8068
5UTR	1218	3674342	82027	44.7943
5UTR	1219	3668271	81852	44.8159
5UTR	1220	3669331	81852	44.8288
5UTR	1221	3671424	81852	44.8544
5UTR	1222	3671325	81852	44.8532
5UTR	1223	3671257	81852	44.8524
5UTR	1224	3674502	81852	44.892
5UTR	1225	3673972	81852	44.8855
5UTR	1226	3673961	81852	44.8854
5UTR	1227	3673959	81852	44.8854
5UTR	1228	3673452	81852	44.8792
5UTR	1229	3672381	81677	44.9622
5UTR	1230	3671213	81677	44.9479
5UTR	1231	3672030	81677	44.9579
5UTR	1232	3674622	81677	44.9897
5UTR	1233	3674265	81677	44.9853
5UTR	1234	3674729	81677	44.991
5UTR	1235	3674679	81677	44.9904
5UTR	1236	3676243	81677	45.0095
5UTR	1237	3674833	81677	44.9923
5UTR	1238	3674437	81677	44.9874
5UTR	1239	3675164	81677	44.9963
5UTR	1240	3676359	81677	45.0109
5UTR	1241	3675644	81677	45.0022
5UTR	1242	3667554	81502	44.9996
5UTR	1243	3670159	81502	45.0315
5UTR	1244	3669019	81502	45.0175
5UTR	1245	3668531	81502	45.0115
5UTR	1246	3669890	81502	45.0282
5UTR	1247	3669914	81502	45.0285
5UTR	1248	3670952	81502	45.0413
5UTR	1249	3672203	81502	45.0566
5UTR	1250	3672847	81502	45.0645
5UTR	1251	3674208	81502	45.0812
5UTR	1252	3676307	81502	45.107
5UTR	1253	3676499	81502	45.1093
5UTR	1254	3677342	81502	45.1197
5UTR	1255	3679496	81502	45.1461
5UTR	1256	3679699	81502	45.1486
5UTR	1257	3678342	81502	45.1319
5UTR	1258	3679726	81502	45.1489
5UTR	1259	3680808	81502	45.1622
5UTR	1260	3681988	81502	45.1767
5UTR	1261	3683453	81502	45.1946
5UTR	1262	3684502	81502	45.2075
5UTR	1263	3684516	81502	45.2077
5UTR	1264	3683661	81502	45.1972
5UTR	1265	3681354	81502	45.1689
5UTR	1266	3679804	81502	45.1499
5UTR	1267	3680895	81502	45.1632
5UTR	1268	3680614	81502	45.1598
5UTR	1269	3679818	81502	45.15
5UTR	1270	3678632	81502	45.1355
5UTR	1271	3677741	81502	45.1245
5UTR	1272	3676476	81502	45.109
5UTR	1273	3672863	81327	45.1617
5UTR	1274	3669778	81327	45.1237
5UTR	1275	3666549	81327	45.084
5UTR	1276	3663009	81327	45.0405
5UTR	1277	3660539	81327	45.0101
5UTR	1278	3659427	81327	44.9965
5UTR	1279	3657902	81327	44.9777
5UTR	1280	3655101	81327	44.9433
5UTR	1281	3654585	81327	44.9369
5UTR	1282	3651174	81152	44.9918
5UTR	1283	3651746	81152	44.9988
5UTR	1284	3652282	81152	45.0054
5UTR	1285	3651602	81152	44.9971
5UTR	1286	3651181	81152	44.9919
5UTR	1287	3652029	81152	45.0023
5UTR	1288	3652930	81152	45.0134
5UTR	1289	3655672	81152	45.0472
5UTR	1290	3657983	81152	45.0757
5UTR	1291	3656929	81152	45.0627
5UTR	1292	3657631	81152	45.0714
5UTR	1293	3657540	81152	45.0702
5UTR	1294	3656720	81152	45.0601
5UTR	1295	3653815	81152	45.0243
5UTR	1296	3652696	81152	45.0105
5UTR	1297	3650976	81152	44.9894
5UTR	1298	3651168	81152	44.9917
5UTR	1299	3649051	81152	44.9656
5UTR	1300	3647139	81152	44.9421
5UTR	1301	3637681	80977	44.9224
5UTR	1302	3635482	80977	44.8952
5UTR	1303	3634188	80977	44.8793
5UTR	1304	3634618	80977	44.8846
5UTR	1305	3634377	80977	44.8816
5UTR	1306	3634656	80977	44.885
5UTR	1307	3627435	80802	44.8929
5UTR	1308	3628285	80802	44.9034
5UTR	1309	3628590	80802	44.9072
5UTR	1310	3627947	80802	44.8992
5UTR	1311	3629517	80802	44.9187
5UTR	1312	3631151	80802	44.9389
5UTR	1313	3632520	80802	44.9558
5UTR	1314	3631826	80802	44.9472
5UTR	1315	3630152	80802	44.9265
5UTR	1316	3629007	80802	44.9123
5UTR	1317	3628254	80802	44.903
5UTR	1318	3627189	80802	44.8898
5UTR	1319	3626547	80802	44.8819
5UTR	1320	3625269	80802	44.8661
5UTR	1321	3623977	80802	44.8501
5UTR	1322	3624918	80802	44.8617
5UTR	1323	3622855	80802	44.8362
5UTR	1324	3617572	80627	44.868
5UTR	1325	3618437	80627	44.8787
5UTR	1326	3618408	80627	44.8784
5UTR	1327	3619192	80627	44.8881
5UTR	1328	3617761	80627	44.8703
5UTR	1329	3617977	80627	44.873
5UTR	1330	3619351	80627	44.8901
5UTR	1331	3618808	80627	44.8833
5UTR	1332	3615887	80452	44.9447
5UTR	1333	3616976	80452	44.9582
5UTR	1334	3617238	80452	44.9614
5UTR	1335	3618176	80452	44.9731
5UTR	1336	3617636	80452	44.9664
5UTR	1337	3618443	80452	44.9764
5UTR	1338	3618787	80452	44.9807
5UTR	1339	3617744	80452	44.9677
5UTR	1340	3616952	80452	44.9579
5UTR	1341	3617886	80452	44.9695
5UTR	1342	3618601	80452	44.9784
5UTR	1343	3616878	80452	44.957
5UTR	1344	3617137	80452	44.9602
5UTR	1345	3616162	80452	44.9481
5UTR	1346	3613948	80452	44.9205
5UTR	1347	3613998	80452	44.9212
5UTR	1348	3614668	80452	44.9295
5UTR	1349	3614507	80452	44.9275
5UTR	1350	3613852	80452	44.9194
5UTR	1351	3612003	80452	44.8964
5UTR	1352	3611603	80452	44.8914
5UTR	1353	3609881	80452	44.87
5UTR	1354	3602496	80278	44.8753
5UTR	1355	3603486	80278	44.8876
5UTR	1356	3596912	80103	44.9036
5UTR	1357	3595470	80103	44.8856
5UTR	1358	3593001	80103	44.8548
5UTR	1359	3593382	80103	44.8595
5UTR	1360	3595042	80103	44.8802
5UTR	1361	3594357	80103	44.8717
5UTR	1362	3593402	80103	44.8598
5UTR	1363	3593212	80103	44.8574
5UTR	1364	3596057	80103	44.8929
5UTR	1365	3598646	80103	44.9252
5UTR	1366	3602194	80103	44.9695
5UTR	1367	3604074	80103	44.993
5UTR	1368	3605104	80103	45.0059
5UTR	1369	3595958	79928	44.99
5UTR	1370	3597390	79928	45.0079
5UTR	1371	3597879	79928	45.014
5UTR	1372	3598536	79928	45.0222
5UTR	1373	3599108	79928	45.0294
5UTR	1374	3599694	79928	45.0367
5UTR	1375	3600279	79928	45.044
5UTR	1376	3601604	79928	45.0606
5UTR	1377	3592588	79753	45.0464
5UTR	1378	3591781	79753	45.0363
5UTR	1379	3591139	79753	45.0283
5UTR	1380	3592943	79753	45.0509
5UTR	1381	3586290	79578	45.0663
5UTR	1382	3586104	79578	45.064
5UTR	1383	3586222	79578	45.0655
5UTR	1384	3587258	79578	45.0785
5UTR	1385	3587745	79578	45.0846
5UTR	1386	3589456	79578	45.1061
5UTR	1387	3588250	79578	45.091
5UTR	1388	3579148	79403	45.0757
5UTR	1389	3579040	79403	45.0744
5UTR	1390	3580349	79403	45.0909
5UTR	1391	3582143	79403	45.1134
5UTR	1392	3580332	79403	45.0906
5UTR	1393	3579300	79403	45.0776
5UTR	1394	3578178	79403	45.0635
5UTR	1395	3578174	79403	45.0635
5UTR	1396	3576679	79403	45.0446
5UTR	1397	3577232	79403	45.0516
5UTR	1398	3575327	79403	45.0276
5UTR	1399	3575721	79403	45.0326
5UTR	1400	3575315	79403	45.0275
5UTR	1401	3574462	79403	45.0167
5UTR	1402	3573355	79403	45.0028
5UTR	1403	3571087	79403	44.9742
5UTR	1404	3568888	79403	44.9465
5UTR	1405	3569890	79403	44.9591
5UTR	1406	3570619	79403	44.9683
5UTR	1407	3570593	79403	44.968
5UTR	1408	3569677	79403	44.9565
5UTR	1409	3569458	79403	44.9537
5UTR	1410	3568578	79403	44.9426
5UTR	1411	3568546	79403	44.9422
5UTR	1412	3567208	79403	44.9254
5UTR	1413	3566057	79403	44.9109
5UTR	1414	3567537	79403	44.9295
5UTR	1415	3563720	79228	44.9806
5UTR	1416	3563031	79228	44.9719
5UTR	1417	3562041	79228	44.9594
5UTR	1418	3562028	79228	44.9592
5UTR	1419	3559871	79228	44.932
5UTR	1420	3557814	79228	44.906
5UTR	1421	3558034	79228	44.9088
5UTR	1422	3556167	79228	44.8852
5UTR	1423	3557601	79228	44.9033
5UTR	1424	3558722	79228	44.9175
5UTR	1425	3557476	79228	44.9018
5UTR	1426	3558294	79228	44.9121
5UTR	1427	3557797	79228	44.9058
5UTR	1428	3559385	79228	44.9258
5UTR	1429	3559096	79228	44.9222
5UTR	1430	3559771	79228	44.9307
5UTR	1431	3561157	79228	44.9482
5UTR	1432	3559920	79228	44.9326
5UTR	1433	3559672	79228	44.9295
5UTR	1434	3559601	79228	44.9286
5UTR	1435	3562229	79228	44.9617
5UTR	1436	3562903	79228	44.9703
5UTR	1437	3561292	79228	44.9499
5UTR	1438	3559947	79228	44.9329
5UTR	1439	3561386	79228	44.9511
5UTR	1440	3561123	79228	44.9478
5UTR	1441	3560951	79228	44.9456
5UTR	1442	3559872	79228	44.932
5UTR	1443	3561998	79228	44.9588
5UTR	1444	3562328	79228	44.963
5UTR	1445	3562806	79228	44.969
5UTR	1446	3563368	79228	44.9761
5UTR	1447	3561549	79228	44.9532
5UTR	1448	3559935	79228	44.9328
5UTR	1449	3559061	79228	44.9218
5UTR	1450	3558367	79228	44.913
5UTR	1451	3559269	79228	44.9244
5UTR	1452	3558392	79228	44.9133
5UTR	1453	3559746	79228	44.9304
5UTR	1454	3559946	79228	44.9329
5UTR	1455	3558077	79228	44.9093
5UTR	1456	3558773	79228	44.9181
5UTR	1457	3558171	79228	44.9105
5UTR	1458	3558777	79228	44.9182
5UTR	1459	3557833	79228	44.9063
5UTR	1460	3555428	79228	44.8759
5UTR	1461	3554727	79228	44.8671
5UTR	1462	3554515	79228	44.8644
5UTR	1463	3552592	79228	44.8401
5UTR	1464	3550459	79228	44.8132
5UTR	1465	3548724	79228	44.7913
5UTR	1466	3548259	79228	44.7854
5UTR	1467	3544547	79053	44.8376
5UTR	1468	3537324	78528	45.0454
5UTR	1469	3535737	78528	45.0252
5UTR	1470	3533333	78178	45.196
5UTR	1471	3531285	78178	45.1698
5UTR	1472	3529818	78178	45.151
5UTR	1473	3530369	78178	45.1581
5UTR	1474	3531168	78178	45.1683
5UTR	1475	3531185	78178	45.1685
5UTR	1476	3529916	78178	45.1523
5UTR	1477	3528468	78178	45.1338
5UTR	1478	3527458	78178	45.1209
5UTR	1479	3528019	78178	45.128
5UTR	1480	3528110	78178	45.1292
5UTR	1481	3528841	78178	45.1385
5UTR	1482	3529656	78178	45.149
5UTR	1483	3529408	78178	45.1458
5UTR	1484	3529534	78178	45.1474
5UTR	1485	3531201	78178	45.1687
5UTR	1486	3529884	78178	45.1519
5UTR	1487	3532335	78178	45.1832
5UTR	1488	3535794	78178	45.2275
5UTR	1489	3535292	78178	45.2211
5UTR	1490	3533106	78178	45.1931
5UTR	1491	3532064	78178	45.1798
5UTR	1492	3533509	78178	45.1983
5UTR	1493	3534408	78178	45.2098
5UTR	1494	3533475	78178	45.1978
5UTR	1495	3532925	78178	45.1908
5UTR	1496	3533773	78178	45.2016
5UTR	1497	3534316	78178	45.2086
5UTR	1498	3535742	78178	45.2268
5UTR	1499	3534762	78178	45.2143
5UTR	1500	3528484	78003	45.2352
5UTR	1501	3529563	78003	45.2491
5UTR	1502	3529872	78003	45.253
5UTR	1503	3529892	78003	45.2533
5UTR	1504	3531213	78003	45.2702
5UTR	1505	3531459	78003	45.2734
5UTR	1506	3532474	78003	45.2864
5UTR	1507	3534453	78003	45.3118
5UTR	1508	3534506	78003	45.3124
5UTR	1509	3533665	78003	45.3017
5UTR	1510	3533589	78003	45.3007
5UTR	1511	3532695	78003	45.2892
5UTR	1512	3531182	78003	45.2698
5UTR	1513	3531813	78003	45.2779
5UTR	1514	3531028	78003	45.2678
5UTR	1515	3530475	78003	45.2608
5UTR	1516	3528792	78003	45.2392
5UTR	1517	3530081	78003	45.2557
5UTR	1518	3531135	78003	45.2692
5UTR	1519	3533256	78003	45.2964
5UTR	1520	3533491	78003	45.2994
5UTR	1521	3532719	78003	45.2895
5UTR	1522	3533679	78003	45.3018
5UTR	1523	3535883	78003	45.3301
5UTR	1524	3535639	78003	45.327
5UTR	1525	3536231	78003	45.3346
5UTR	1526	3537124	78003	45.346
5UTR	1527	3539677	78003	45.3787
5UTR	1528	3538250	78003	45.3604
5UTR	1529	3538812	78003	45.3676
5UTR	1530	3539272	78003	45.3735
5UTR	1531	3540577	78003	45.3903
5UTR	1532	3542309	78003	45.4125
5UTR	1533	3542268	78003	45.4119
5UTR	1534	3542887	78003	45.4199
5UTR	1535	3540096	78003	45.3841
5UTR	1536	3541093	78003	45.3969
5UTR	1537	3542907	78003	45.4201
5UTR	1538	3543230	78003	45.4243
5UTR	1539	3543575	78003	45.4287
5UTR	1540	3544960	78003	45.4465
5UTR	1541	3544434	78003	45.4397
5UTR	1542	3545183	78003	45.4493
5UTR	1543	3545373	78003	45.4518
5UTR	1544	3545582	78003	45.4544
5UTR	1545	3544614	78003	45.442
5UTR	1546	3545247	78003	45.4501
5UTR	1547	3546194	78003	45.4623
5UTR	1548	3547770	78003	45.4825
5UTR	1549	3548405	78003	45.4906
5UTR	1550	3548269	78003	45.4889
5UTR	1551	3546872	78003	45.471
5UTR	1552	3547170	78003	45.4748
5UTR	1553	3547908	78003	45.4843
5UTR	1554	3549073	78003	45.4992
5UTR	1555	3549258	78003	45.5016
5UTR	1556	3545314	78003	45.451
5UTR	1557	3544982	78003	45.4467
5UTR	1558	3543954	78003	45.4336
5UTR	1559	3542616	78003	45.4164
5UTR	1560	3543123	78003	45.4229
5UTR	1561	3542866	78003	45.4196
5UTR	1562	3541601	78003	45.4034
5UTR	1563	3541211	78003	45.3984
5UTR	1564	3543776	78003	45.4313
5UTR	1565	3543687	78003	45.4301
5UTR	1566	3542151	78003	45.4104
5UTR	1567	3542010	78003	45.4086
5UTR	1568	3541741	78003	45.4052
5UTR	1569	3542696	78003	45.4174
5UTR	1570	3543722	78003	45.4306
5UTR	1571	3543533	78003	45.4282
5UTR	1572	3543639	78003	45.4295
5UTR	1573	3541952	78003	45.4079
5UTR	1574	3540536	78003	45.3897
5UTR	1575	3540022	78003	45.3832
5UTR	1576	3538468	78003	45.3632
5UTR	1577	3538816	78003	45.3677
5UTR	1578	3538480	78003	45.3634
5UTR	1579	3535172	77828	45.4229
5UTR	1580	3529082	77654	45.4462
5UTR	1581	3528450	77654	45.4381
5UTR	1582	3527474	77654	45.4255
5UTR	1583	3527614	77654	45.4273
5UTR	1584	3527030	77654	45.4198
5UTR	1585	3527802	77654	45.4298
5UTR	1586	3528619	77654	45.4403
5UTR	1587	3527276	77654	45.423
5UTR	1588	3523675	77654	45.3766
5UTR	1589	3521082	77654	45.3432
5UTR	1590	3521617	77654	45.3501
5UTR	1591	3521516	77654	45.3488
5UTR	1592	3520979	77654	45.3419
5UTR	1593	3519778	77654	45.3264
5UTR	1594	3520909	77654	45.341
5UTR	1595	3520335	77654	45.3336
5UTR	1596	3520902	77654	45.3409
5UTR	1597	3520046	77654	45.3299
5UTR	1598	3518454	77654	45.3094
5UTR	1599	3518481	77654	45.3097
5UTR	1600	3518597	77654	45.3112
5UTR	1601	3518405	77654	45.3087
5UTR	1602	3517273	77654	45.2942
5UTR	1603	3519084	77654	45.3175
5UTR	1604	3518879	77654	45.3148
5UTR	1605	3519696	77654	45.3254
5UTR	1606	3519691	77654	45.3253
5UTR	1607	3519384	77654	45.3213
5UTR	1608	3522411	77654	45.3603
5UTR	1609	3523150	77654	45.3698
5UTR	1610	3523248	77654	45.3711
5UTR	1611	3524572	77654	45.3882
5UTR	1612	3525222	77654	45.3965
5UTR	1613	3527326	77654	45.4236
5UTR	1614	3528919	77654	45.4441
5UTR	1615	3529008	77654	45.4453
5UTR	1616	3531873	77654	45.4822
5UTR	1617	3532247	77654	45.487
5UTR	1618	3532399	77654	45.489
5UTR	1619	3533238	77654	45.4998
5UTR	1620	3534891	77654	45.521
5UTR	1621	3535683	77654	45.5312
5UTR	1622	3535385	77654	45.5274
5UTR	1623	3536351	77654	45.5398
5UTR	1624	3536156	77654	45.5373
5UTR	1625	3535928	77654	45.5344
5UTR	1626	3536236	77654	45.5384
5UTR	1627	3538528	77654	45.5679
5UTR	1628	3534009	77479	45.6125
5UTR	1629	3535506	77479	45.6318
5UTR	1630	3534707	77479	45.6215
5UTR	1631	3536675	77479	45.6469
5UTR	1632	3538298	77479	45.6678
5UTR	1633	3538898	77479	45.6756
5UTR	1634	3530985	77304	45.6766
5UTR	1635	3532292	77304	45.6935
5UTR	1636	3530297	77304	45.6677
5UTR	1637	3529804	77304	45.6613
5UTR	1638	3529511	77304	45.6575
5UTR	1639	3531036	77304	45.6773
5UTR	1640	3529155	77304	45.6529
5UTR	1641	3530686	77304	45.6727
5UTR	1642	3529527	77304	45.6578
5UTR	1643	3529253	77304	45.6542
5UTR	1644	3529291	77304	45.6547
5UTR	1645	3528501	77304	45.6445
5UTR	1646	3526043	77129	45.7162
5UTR	1647	3526075	77129	45.7166
5UTR	1648	3527964	77129	45.7411
5UTR	1649	3528030	77129	45.7419
5UTR	1650	3527408	77129	45.7339
5UTR	1651	3527711	77129	45.7378
5UTR	1652	3527935	77129	45.7407
5UTR	1653	3527865	77129	45.7398
5UTR	1654	3526807	77129	45.7261
5UTR	1655	3526540	77129	45.7226
5UTR	1656	3527850	77129	45.7396
5UTR	1657	3521564	76954	45.7619
5UTR	1658	3521749	76954	45.7643
5UTR	1659	3523334	76954	45.7849
5UTR	1660	3523868	76954	45.7919
5UTR	1661	3524824	76954	45.8043
5UTR	1662	3525575	76954	45.8141
5UTR	1663	3526832	76954	45.8304
5UTR	1664	3525823	76954	45.8173
5UTR	1665	3526817	76954	45.8302
5UTR	1666	3528003	76954	45.8456
5UTR	1667	3529561	76954	45.8659
5UTR	1668	3530008	76954	45.8717
5UTR	1669	3530920	76954	45.8835
5UTR	1670	3530415	76954	45.877
5UTR	1671	3531173	76954	45.8868
5UTR	1672	3528773	76954	45.8556
5UTR	1673	3521827	76779	45.8697
5UTR	1674	3522361	76779	45.8766
5UTR	1675	3518415	76604	45.9299
5UTR	1676	3519351	76604	45.9421
5UTR	1677	3520469	76604	45.9567
5UTR	1678	3523385	76604	45.9948
5UTR	1679	3523992	76604	46.0027
5UTR	1680	3524052	76604	46.0035
5UTR	1681	3523621	76604	45.9979
5UTR	1682	3523763	76604	45.9997
5UTR	1683	3522536	76604	45.9837
5UTR	1684	3520635	76604	45.9589
5UTR	1685	3518564	76604	45.9319
5UTR	1686	3517733	76604	45.921
5UTR	1687	3516415	76604	45.9038
5UTR	1688	3517784	76604	45.9217
5UTR	1689	3518503	76604	45.9311
5UTR	1690	3516731	76604	45.9079
5UTR	1691	3517125	76604	45.9131
5UTR	1692	3518305	76604	45.9285
5UTR	1693	3517024	76604	45.9118
5UTR	1694	3518187	76604	45.9269
5UTR	1695	3518643	76604	45.9329
5UTR	1696	3507173	76429	45.888
5UTR	1697	3505907	76429	45.8714
5UTR	1698	3506769	76429	45.8827
5UTR	1699	3509062	76429	45.9127
5UTR	1700	3510326	76429	45.9292
5UTR	1701	3508120	76429	45.9004
5UTR	1702	3508736	76429	45.9084
5UTR	1703	3508316	76429	45.9029
5UTR	1704	3509321	76429	45.9161
5UTR	1705	3508810	76429	45.9094
5UTR	1706	3507153	76429	45.8877
5UTR	1707	3507885	76429	45.8973
5UTR	1708	3506214	76429	45.8754
5UTR	1709	3504901	76429	45.8583
5UTR	1710	3504625	76429	45.8546
5UTR	1711	3504529	76429	45.8534
5UTR	1712	3505101	76429	45.8609
5UTR	1713	3505380	76429	45.8645
5UTR	1714	3505895	76429	45.8713
5UTR	1715	3507506	76429	45.8923
5UTR	1716	3507729	76429	45.8953
5UTR	1717	3506837	76429	45.8836
5UTR	1718	3505958	76429	45.8721
5UTR	1719	3505053	76429	45.8602
5UTR	1720	3505014	76429	45.8597
5UTR	1721	3506226	76429	45.8756
5UTR	1722	3505904	76429	45.8714
5UTR	1723	3508046	76429	45.8994
5UTR	1724	3509584	76429	45.9195
5UTR	1725	3511902	76429	45.9499
5UTR	1726	3509790	76429	45.9222
5UTR	1727	3506950	76429	45.8851
5UTR	1728	3509619	76429	45.92
5UTR	1729	3510081	76429	45.926
5UTR	1730	3510800	76429	45.9354
5UTR	1731	3511258	76429	45.9414
5UTR	1732	3512578	76429	45.9587
5UTR	1733	3512260	76429	45.9545
5UTR	1734	3512662	76429	45.9598
5UTR	1735	3511738	76429	45.9477
5UTR	1736	3512831	76429	45.962
5UTR	1737	3512741	76429	45.9608
5UTR	1738	3511062	76429	45.9389
5UTR	1739	3510729	76429	45.9345
5UTR	1740	3510324	76429	45.9292
5UTR	1741	3506672	76429	45.8814
5UTR	1742	3506692	76429	45.8817
5UTR	1743	3505421	76429	45.8651
5UTR	1744	3504022	76429	45.8468
5UTR	1745	3502245	76429	45.8235
5UTR	1746	3502069	76429	45.8212
5UTR	1747	3501757	76429	45.8171
5UTR	1748	3498449	76429	45.7738
5UTR	1749	3497033	76429	45.7553
5UTR	1750	3499023	76429	45.7814
5UTR	1751	3499227	76429	45.784
5UTR	1752	3497297	76429	45.7588
5UTR	1753	3497727	76429	45.7644
5UTR	1754	3497422	76429	45.7604
5UTR	1755	3497919	76429	45.7669
5UTR	1756	3498431	76429	45.7736
5UTR	1757	3497829	76429	45.7657
5UTR	1758	3497487	76429	45.7613
5UTR	1759	3495860	76429	45.74
5UTR	1760	3494893	76429	45.7273
5UTR	1761	3493369	76429	45.7074
5UTR	1762	3492422	76429	45.695
5UTR	1763	3492248	76429	45.6927
5UTR	1764	3491046	76429	45.677
5UTR	1765	3488320	76429	45.6413
5UTR	1766	3483764	76254	45.6863
5UTR	1767	3485159	76254	45.7046
5UTR	1768	3485515	76254	45.7093
5UTR	1769	3485972	76254	45.7153
5UTR	1770	3485093	76254	45.7037
5UTR	1771	3484276	76254	45.693
5UTR	1772	3484933	76254	45.7016
5UTR	1773	3484655	76254	45.698
5UTR	1774	3482901	76254	45.675
5UTR	1775	3480973	76254	45.6497
5UTR	1776	3474075	76079	45.664
5UTR	1777	3473949	76079	45.6624
5UTR	1778	3472353	76079	45.6414
5UTR	1779	3471361	76079	45.6284
5UTR	1780	3470490	76079	45.6169
5UTR	1781	3469087	76079	45.5985
5UTR	1782	3469638	76079	45.6057
5UTR	1783	3463860	75904	45.6347
5UTR	1784	3463619	75904	45.6316
5UTR	1785	3464138	75904	45.6384
5UTR	1786	3463250	75904	45.6267
5UTR	1787	3462676	75904	45.6192
5UTR	1788	3462457	75904	45.6163
5UTR	1789	3464400	75904	45.6419
5UTR	1790	3464747	75904	45.6464
5UTR	1791	3463110	75904	45.6249
5UTR	1792	3460972	75904	45.5967
5UTR	1793	3461478	75904	45.6034
5UTR	1794	3460246	75904	45.5871
5UTR	1795	3459931	75904	45.583
5UTR	1796	3461222	75904	45.6
5UTR	1797	3463931	75904	45.6357
5UTR	1798	3462593	75904	45.6181
5UTR	1799	3460168	75904	45.5861
5UTR	1800	3458715	75904	45.567
5UTR	1801	3460480	75904	45.5902
5UTR	1802	3461829	75904	45.608
5UTR	1803	3460391	75904	45.589
5UTR	1804	3456591	75904	45.539
5UTR	1805	3455434	75904	45.5237
5UTR	1806	3455770	75904	45.5282
5UTR	1807	3454311	75904	45.5089
5UTR	1808	3453145	75904	45.4936
5UTR	1809	3452941	75904	45.4909
5UTR	1810	3452896	75904	45.4903
5UTR	1811	3452861	75904	45.4898
5UTR	1812	3452609	75904	45.4865
